,AKBNK,ALBRK,DENIZ,FINBN,GARAN,ICBCT,ISATR,ISBTR,ISCTR,SKBNK,HALKB,KLNMA,TSKB,VAKBN,YKBNK
28/05/2002,"3,240.00",0.00,0.00,214.50,"2,025.00",63.64,19.50,18.85,"5,511.69",75.00,0.00,334.63,35.23,0.00,"2,858.91"
29/05/2002,"3,200.00",0.00,0.00,214.50,"1,987.50",63.64,19.50,18.85,"5,430.63",76.00,0.00,344.63,35.23,0.00,"2,821.29"
30/05/2002,"3,160.00",0.00,0.00,203.50,"1,912.50",64.44,19.50,18.27,"5,106.42",73.00,0.00,334.63,34.07,0.00,"2,708.44"
31/05/2002,"3,200.00",0.00,0.00,198.00,"1,875.00",63.64,19.50,17.69,"5,025.36",75.00,0.00,315.63,34.65,0.00,"2,670.82"
03/06/2002,"3,280.00",0.00,0.00,192.50,"1,875.00",63.64,21.45,17.69,"4,863.26",73.00,0.00,312.50,34.07,0.00,"2,670.82"
04/06/2002,"3,280.00",0.00,0.00,192.50,"1,893.75",63.64,22.53,17.69,"4,782.20",73.00,0.00,306.25,34.07,0.00,"2,746.06"
05/06/2002,"3,280.00",0.00,0.00,187.00,"1,875.00",62.84,22.53,17.69,"4,863.26",72.00,0.00,303.13,34.65,0.00,"2,670.82"
06/06/2002,"3,320.00",0.00,0.00,189.75,"1,912.50",65.24,22.53,18.27,"4,782.20",73.00,0.00,303.13,34.07,0.00,"2,746.06"
07/06/2002,"3,200.00",0.00,0.00,187.00,"1,818.75",63.64,22.53,17.69,"4,620.09",71.00,0.00,293.75,33.50,0.00,"2,670.82"
10/06/2002,"3,120.00",0.00,0.00,181.50,"1,781.25",62.84,22.53,17.40,"4,457.98",69.00,0.00,281.25,32.92,0.00,"2,520.35"
11/06/2002,"3,080.00",0.00,0.00,181.50,"1,725.00",63.64,22.53,16.82,"4,295.88",70.00,0.00,278.13,31.19,0.00,"2,219.42"
12/06/2002,"3,080.00",0.00,0.00,184.25,"1,687.50",64.44,24.79,17.40,"4,295.88",69.00,0.00,278.13,31.19,0.00,"2,181.80"
13/06/2002,"3,120.00",0.00,0.00,189.75,"1,781.25",65.24,24.79,17.40,"4,376.93",77.00,0.00,281.25,33.50,0.00,"2,031.33"
14/06/2002,"3,040.00",0.00,0.00,184.25,"1,762.50",61.24,26.79,17.11,"4,214.82",92.00,0.00,275.00,32.34,0.00,"1,880.86"
17/06/2002,"3,040.00",0.00,0.00,181.50,"1,650.00",59.64,26.79,16.53,"4,052.71",95.00,0.00,262.50,31.19,0.00,"1,768.01"
18/06/2002,"3,120.00",0.00,0.00,189.75,"1,706.25",62.04,26.79,16.82,"4,133.77",86.00,0.00,275.00,32.92,0.00,"1,843.24"
19/06/2002,"3,040.00",0.00,0.00,181.50,"1,668.75",60.44,26.79,16.53,"3,931.13",79.00,0.00,271.88,32.34,0.00,"1,843.24"
20/06/2002,"3,080.00",0.00,0.00,178.75,"1,593.75",59.64,26.79,16.24,"3,809.55",74.00,0.00,265.63,31.76,0.00,"1,843.24"
21/06/2002,"3,240.00",0.00,0.00,178.75,"1,575.00",58.84,26.79,15.95,"3,809.55",76.00,0.00,265.63,31.76,0.00,"1,843.24"
24/06/2002,"3,280.00",0.00,0.00,176.00,"1,537.50",55.64,26.79,15.95,"3,566.39",74.00,0.00,296.88,30.61,0.00,"1,448.26"
25/06/2002,"3,480.00",0.00,0.00,176.00,"1,593.75",55.64,26.79,15.66,"3,566.39",74.00,0.00,275.00,31.19,0.00,"1,166.13"
26/06/2002,"3,360.00",0.00,0.00,159.50,"1,443.75",50.84,26.79,14.79,"3,363.75",67.00,0.00,250.00,30.61,0.00,921.62
27/06/2002,"3,760.00",0.00,0.00,165.00,"1,443.75",52.44,26.79,13.63,"3,323.22",68.00,0.00,259.38,30.03,0.00,"1,034.47"
28/06/2002,"4,080.00",0.00,0.00,170.50,"1,481.25",53.24,26.79,15.08,"3,323.22",68.00,0.00,262.50,30.61,0.00,"1,184.94"
01/07/2002,"4,080.00",0.00,0.00,170.50,"1,537.50",54.04,26.79,14.79,"3,323.22",68.00,0.00,256.25,30.61,0.00,"1,222.56"
02/07/2002,"3,840.00",0.00,0.00,162.25,"1,425.00",52.44,26.79,14.50,"3,161.12",70.00,0.00,253.13,29.45,0.00,"1,072.09"
03/07/2002,"3,720.00",0.00,0.00,154.00,"1,312.50",52.44,26.79,13.92,"2,999.01",66.00,0.00,243.75,28.30,0.00,"1,034.47"
04/07/2002,"3,680.00",0.00,0.00,151.25,"1,312.50",51.64,26.79,13.92,"3,039.53",67.00,0.00,256.25,28.30,0.00,996.86
05/07/2002,"3,800.00",0.00,0.00,154.00,"1,350.00",52.44,26.79,14.36,"3,161.12",67.00,0.00,250.00,30.03,0.00,"1,090.90"
08/07/2002,"3,680.00",0.00,0.00,143.00,"1,256.25",50.84,26.79,14.07,"3,039.53",64.00,0.00,228.13,28.30,0.00,996.86
09/07/2002,"3,520.00",0.00,0.00,140.25,"1,200.00",51.64,26.79,14.21,"2,958.48",59.00,0.00,218.75,27.72,0.00,978.05
10/07/2002,"3,480.00",0.00,0.00,145.75,"1,181.25",52.44,26.79,13.63,"2,836.90",61.00,0.00,231.25,27.72,0.00,"1,015.67"
11/07/2002,"3,440.00",0.00,0.00,145.75,"1,162.50",52.44,29.47,13.92,"2,836.90",61.00,0.00,231.25,28.30,0.00,996.86
12/07/2002,"3,600.00",0.00,0.00,167.75,"1,218.75",54.84,29.47,14.36,"2,877.43",64.00,0.00,240.63,29.45,0.00,"1,053.28"
15/07/2002,"3,520.00",0.00,0.00,162.25,"1,200.00",49.00,29.47,14.36,"2,836.90",60.00,0.00,237.50,29.45,0.00,"1,034.47"
16/07/2002,"3,560.00",0.00,0.00,167.75,"1,218.75",49.00,29.47,14.21,"2,877.43",60.00,0.00,234.38,29.45,0.00,"1,053.28"
17/07/2002,"4,160.00",0.00,0.00,181.50,"1,425.00",52.00,29.47,15.37,"3,161.12",60.00,0.00,253.13,31.19,0.00,"1,184.94"
18/07/2002,"3,920.00",0.00,0.00,184.25,"1,500.00",53.00,29.47,16.53,"3,363.75",60.00,0.00,256.25,31.76,0.00,"1,222.56"
19/07/2002,"3,920.00",0.00,0.00,184.25,"1,462.50",52.00,29.47,16.53,"3,201.64",60.00,0.00,256.25,30.61,0.00,"1,260.18"
22/07/2002,"3,760.00",0.00,0.00,170.50,"1,387.50",50.00,29.47,15.37,"3,080.06",60.00,0.00,246.88,28.88,0.00,"1,203.75"
23/07/2002,"3,760.00",0.00,0.00,170.50,"1,387.50",55.00,29.47,15.66,"3,080.06",77.90,0.00,259.38,29.45,0.00,"1,241.37"
24/07/2002,"3,560.00",0.00,0.00,165.00,"1,275.00",50.00,29.47,15.08,"2,917.95",74.10,0.00,256.25,28.88,0.00,"1,184.94"
25/07/2002,"3,520.00",0.00,0.00,165.00,"1,275.00",49.00,29.47,14.79,"2,999.01",72.20,0.00,250.00,28.88,0.00,"1,147.33"
26/07/2002,"3,720.00",0.00,0.00,170.50,"1,350.00",53.00,29.47,16.53,"2,999.01",74.48,0.00,253.13,30.03,0.00,"1,203.75"
29/07/2002,"3,720.00",0.00,0.00,170.50,"1,368.75",51.00,29.47,15.37,"2,999.01",73.72,0.00,256.25,30.03,0.00,"1,222.56"
30/07/2002,"3,760.00",0.00,0.00,173.25,"1,387.50",52.00,29.47,15.95,"3,039.53",73.72,0.00,256.25,30.03,0.00,"1,297.79"
31/07/2002,"3,720.00",0.00,0.00,170.50,"1,331.25",51.00,29.47,15.66,"3,039.53",72.20,0.00,253.13,30.03,0.00,"1,260.18"
01/08/2002,"3,800.00",0.00,0.00,184.25,"1,387.50",54.00,29.47,16.24,"3,282.70",72.20,0.00,259.38,30.61,0.00,"1,316.60"
02/08/2002,"3,840.00",0.00,0.00,200.75,"1,462.50",55.00,29.47,16.82,"3,444.81",72.96,0.00,262.50,31.19,0.00,"1,391.84"
05/08/2002,"3,720.00",0.00,0.00,206.25,"1,443.75",54.00,29.47,16.82,"3,444.81",72.20,0.00,256.25,30.61,0.00,"1,373.03"
06/08/2002,"3,720.00",0.00,0.00,203.50,"1,443.75",55.00,29.47,17.40,"3,363.75",72.96,0.00,259.38,31.19,0.00,"1,373.03"
07/08/2002,"3,600.00",0.00,0.00,203.50,"1,425.00",54.00,29.47,17.11,"3,404.28",72.20,0.00,253.13,31.19,0.00,"1,354.22"
08/08/2002,"3,640.00",0.00,0.00,206.25,"1,462.50",55.00,29.47,16.82,"3,404.28",71.44,0.00,253.13,31.76,0.00,"1,335.41"
09/08/2002,"3,600.00",0.00,0.00,200.75,"1,443.75",55.00,29.47,16.82,"3,282.70",64.60,0.00,253.13,31.19,0.00,"1,297.79"
12/08/2002,"3,560.00",0.00,0.00,198.00,"1,443.75",53.00,29.47,17.11,"3,282.70",66.88,0.00,250.00,31.76,0.00,"1,297.79"
13/08/2002,"3,640.00",0.00,0.00,198.00,"1,481.25",54.00,29.47,16.82,"3,282.70",66.88,0.00,259.38,32.34,0.00,"1,297.79"
14/08/2002,"3,640.00",0.00,0.00,195.25,"1,406.25",52.00,29.47,16.53,"3,161.12",65.36,0.00,253.13,31.76,0.00,"1,241.37"
15/08/2002,"3,480.00",0.00,0.00,184.25,"1,312.50",50.00,29.47,16.24,"3,120.59",62.32,0.00,246.88,30.03,0.00,"1,184.94"
16/08/2002,"3,560.00",0.00,0.00,195.25,"1,312.50",51.00,29.47,17.11,"3,242.17",63.08,0.00,256.25,32.34,0.00,"1,184.94"
19/08/2002,"3,600.00",0.00,0.00,192.50,"1,293.75",50.00,29.47,17.40,"3,201.64",61.56,0.00,259.38,32.34,0.00,"1,166.13"
20/08/2002,"3,480.00",0.00,0.00,187.00,"1,256.25",49.00,29.47,16.53,"3,120.59",60.04,0.00,250.00,34.65,0.00,"1,128.52"
21/08/2002,"3,520.00",0.00,0.00,187.00,"1,237.50",48.00,29.47,16.82,"3,080.06",60.80,0.00,250.00,38.69,0.00,"1,090.90"
22/08/2002,"3,480.00",0.00,0.00,187.00,"1,181.25",47.00,29.47,16.24,"3,080.06",59.28,0.00,246.88,35.81,0.00,"1,034.47"
23/08/2002,"3,440.00",0.00,0.00,192.50,"1,181.25",47.00,29.47,16.53,"2,999.01",57.76,0.00,243.75,34.65,0.00,996.86
26/08/2002,"3,440.00",0.00,0.00,187.00,"1,218.75",44.00,29.47,16.53,"2,958.48",57.00,0.00,243.75,34.65,0.00,959.24
27/08/2002,"3,480.00",0.00,0.00,187.00,"1,181.25",45.00,29.47,16.24,"2,917.95",53.96,0.00,240.63,33.50,0.00,902.81
28/08/2002,"3,520.00",0.00,0.00,189.75,"1,200.00",44.00,26.52,15.95,"2,958.48",54.72,0.00,243.75,34.07,0.00,902.81
29/08/2002,"3,760.00",0.00,0.00,192.50,"1,237.50",44.00,26.52,15.95,"2,999.01",54.72,0.00,243.75,34.07,0.00,921.62
02/09/2002,"3,760.00",0.00,0.00,187.00,"1,181.25",45.00,26.52,15.37,"2,958.48",55.48,0.00,243.75,33.50,0.00,865.20
03/09/2002,"3,840.00",0.00,0.00,184.25,"1,181.25",43.00,26.52,15.37,"2,917.95",55.48,0.00,243.75,32.92,0.00,827.58
04/09/2002,"3,880.00",0.00,0.00,187.00,"1,218.75",43.00,26.52,15.66,"2,999.01",54.72,0.00,240.63,32.34,0.00,808.77
05/09/2002,"3,880.00",0.00,0.00,187.00,"1,162.50",43.00,26.52,15.37,"2,958.48",54.72,0.00,240.63,32.92,0.00,808.77
06/09/2002,"4,120.00",0.00,0.00,187.00,"1,200.00",42.00,26.52,15.37,"3,080.06",55.48,0.00,243.75,32.92,0.00,789.96
09/09/2002,"4,080.00",0.00,0.00,181.50,"1,187.62",41.00,26.52,15.37,"3,039.53",55.48,0.00,240.63,31.76,0.00,789.96
10/09/2002,"3,960.00",0.00,0.00,170.50,"1,148.03",37.00,26.52,14.79,"2,877.43",54.72,0.00,228.13,30.03,0.00,752.34
11/09/2002,"4,000.00",0.00,0.00,173.25,"1,187.62",40.00,26.52,15.08,"2,877.43",59.28,0.00,234.38,31.76,0.00,827.58
12/09/2002,"4,000.00",0.00,0.00,176.00,"1,187.62",40.00,27.00,14.79,"2,836.90",57.00,0.00,231.25,31.19,0.00,865.20
13/09/2002,"3,840.00",0.00,0.00,170.50,"1,187.62",39.00,27.00,14.79,"2,877.43",57.00,0.00,231.25,34.07,0.00,902.81
16/09/2002,"3,880.00",0.00,0.00,170.50,"1,167.83",38.00,27.00,15.08,"2,836.90",57.00,0.00,231.25,33.50,0.00,827.58
17/09/2002,"3,920.00",0.00,0.00,170.50,"1,187.62",40.00,24.30,15.08,"2,877.43",56.24,0.00,231.25,33.50,0.00,827.58
18/09/2002,"3,920.00",0.00,0.00,173.25,"1,187.62",40.00,24.30,15.66,"2,917.95",57.76,0.00,231.25,33.50,0.00,846.39
19/09/2002,"3,920.00",0.00,0.00,173.25,"1,187.62",40.00,24.30,15.37,"2,877.43",57.76,0.00,231.25,33.50,0.00,789.96
20/09/2002,"3,960.00",0.00,0.00,173.25,"1,167.83",40.00,24.30,16.53,"2,877.43",57.76,0.00,234.38,33.50,0.00,827.58
23/09/2002,"4,000.00",0.00,0.00,173.25,"1,187.62",40.00,24.30,15.66,"2,877.43",56.24,0.00,231.25,34.07,0.00,789.96
24/09/2002,"3,920.00",0.00,0.00,170.50,"1,148.03",39.00,24.30,15.37,"2,715.32",57.00,0.00,225.00,32.92,0.00,789.96
25/09/2002,"3,840.00",0.00,0.00,173.25,"1,128.24",39.00,24.30,15.66,"2,796.37",57.76,0.00,231.25,32.92,0.00,846.39
26/09/2002,"3,880.00",0.00,0.00,170.50,"1,108.45",38.00,24.30,15.37,"2,715.32",57.76,0.00,225.00,32.34,0.00,808.77
27/09/2002,"3,800.00",0.00,0.00,170.50,"1,108.45",38.00,24.30,15.95,"2,755.84",56.24,0.00,221.88,32.34,0.00,808.77
30/09/2002,"3,800.00",0.00,0.00,170.50,"1,148.03",38.00,24.30,15.37,"2,715.32",56.24,0.00,221.88,32.34,0.00,808.77
01/10/2002,"3,800.00",0.00,0.00,178.75,"1,207.42",38.00,24.30,15.37,"2,755.84",56.24,0.00,221.88,34.07,0.00,827.58
02/10/2002,"3,840.00",0.00,0.00,173.25,"1,167.83",39.00,24.30,15.37,"2,755.84",56.24,0.00,221.88,32.92,0.00,808.77
03/10/2002,"3,760.00",0.00,0.00,173.25,"1,187.62",38.00,24.30,15.08,"2,674.79",56.24,0.00,218.75,32.34,0.00,808.77
04/10/2002,"3,720.00",0.00,0.00,173.25,"1,207.42",38.00,24.30,15.08,"2,634.26",55.48,0.00,218.75,32.34,0.00,808.77
07/10/2002,"3,680.00",0.00,0.00,173.25,"1,227.21",38.00,24.30,15.08,"2,674.79",55.48,0.00,218.75,31.76,0.00,789.96
08/10/2002,"3,600.00",0.00,0.00,170.50,"1,227.21",37.00,24.30,15.08,"2,634.26",57.00,0.00,209.38,32.92,0.00,789.96
09/10/2002,"3,840.00",0.00,0.00,181.50,"1,326.18",39.00,24.30,15.37,"2,715.32",56.24,0.00,218.75,33.50,0.00,827.58
10/10/2002,"3,920.00",0.00,0.00,178.75,"1,345.97",39.00,24.30,15.37,"2,796.37",57.00,0.00,215.63,33.50,0.00,846.39
11/10/2002,"3,840.00",0.00,0.00,187.00,"1,385.56",39.00,24.30,15.66,"2,877.43",57.76,0.00,218.75,32.92,0.00,827.58
14/10/2002,"3,680.00",0.00,0.00,178.75,"1,326.18",39.00,24.30,15.08,"2,755.84",55.48,0.00,212.50,32.34,0.00,789.96
15/10/2002,"3,760.00",0.00,0.00,184.25,"1,405.35",38.00,24.30,15.37,"2,796.37",55.48,0.00,218.75,32.92,0.00,827.58
16/10/2002,"3,680.00",0.00,0.00,184.25,"1,444.94",38.00,24.30,15.37,"2,755.84",57.00,0.00,218.75,32.92,0.00,808.77
17/10/2002,"3,880.00",0.00,0.00,192.50,"1,563.70",40.00,24.30,15.95,"2,958.48",57.00,0.00,225.00,34.07,0.00,846.39
18/10/2002,"3,960.00",0.00,0.00,198.00,"1,603.29",40.00,24.30,17.40,"3,120.59",57.00,0.00,228.13,34.07,0.00,921.62
21/10/2002,"4,040.00",0.00,0.00,200.75,"1,583.50",44.00,24.30,17.40,"3,161.12",58.52,0.00,228.13,35.23,0.00,959.24
22/10/2002,"4,080.00",0.00,0.00,209.00,"1,563.70",45.00,24.00,17.40,"3,323.22",59.28,0.00,234.38,35.81,0.00,"1,034.47"
23/10/2002,"3,920.00",0.00,0.00,203.50,"1,504.32",42.00,24.00,17.11,"3,282.70",58.52,0.00,231.25,34.65,0.00,959.24
24/10/2002,"4,160.00",0.00,0.00,211.75,"1,603.29",43.00,24.00,17.40,"3,566.39",60.04,0.00,234.38,35.23,0.00,"1,034.47"
25/10/2002,"4,080.00",0.00,0.00,214.50,"1,642.88",44.00,24.00,17.69,"3,485.33",59.28,0.00,240.63,36.38,0.00,"1,090.90"
28/10/2002,"4,000.00",0.00,0.00,228.25,"1,583.50",46.00,24.00,17.40,"3,606.91",60.80,0.00,262.50,38.12,0.00,"1,090.90"
30/10/2002,"3,880.00",0.00,0.00,225.50,"1,484.53",45.00,24.00,17.40,"3,444.81",58.52,0.00,284.38,37.54,0.00,"1,015.67"
31/10/2002,"3,840.00",0.00,0.00,228.25,"1,484.53",46.00,24.00,17.69,"3,566.39",60.04,0.00,278.13,37.54,0.00,"1,034.47"
01/11/2002,"3,880.00",0.00,0.00,228.25,"1,504.32",51.00,24.00,17.40,"3,485.33",60.04,0.00,271.88,37.54,0.00,"1,053.28"
04/11/2002,"4,080.00",0.00,0.00,250.25,"1,603.29",49.00,24.00,17.98,"3,769.02",66.12,0.00,271.88,38.69,0.00,"1,184.94"
05/11/2002,"4,480.00",0.00,0.00,286.00,"1,781.43",53.00,24.00,20.30,"4,295.88",78.28,0.00,296.88,42.16,0.00,"1,391.84"
06/11/2002,"4,400.00",0.00,0.00,302.50,"1,781.43",55.00,21.60,20.88,"4,376.93",96.90,0.00,293.75,42.16,0.00,"1,410.65"
07/11/2002,"5,120.00",0.00,0.00,358.45,"2,098.13",65.00,22.00,23.78,"5,187.47",115.90,0.00,340.63,48.51,0.00,"1,655.16"
08/11/2002,"4,800.00",0.00,0.00,372.65,"2,058.54",68.00,22.00,22.91,"5,349.58",117.80,0.00,331.25,48.51,0.00,"1,824.44"
11/11/2002,"4,640.00",0.00,0.00,354.91,"1,979.37",65.00,22.00,23.20,"5,187.47",100.70,0.00,312.50,47.93,0.00,"1,749.20"
12/11/2002,"4,569.60",0.00,0.00,315.87,"1,880.40",58.00,22.00,21.46,"4,701.15",81.70,0.00,293.75,44.47,0.00,"1,561.12"
13/11/2002,"4,732.80",0.00,0.00,330.06,"1,979.37",59.00,22.00,22.33,"4,944.31",91.20,0.00,318.75,45.05,0.00,"1,504.69"
14/11/2002,"4,814.40",0.00,0.00,362.00,"2,137.72",63.00,22.00,22.62,"5,106.42",95.00,0.00,315.63,47.36,0.00,"1,598.73"
15/11/2002,"5,140.80",0.00,0.00,372.65,"2,335.66",64.00,19.80,23.20,"5,349.58",91.20,0.00,325.00,49.09,0.00,"1,617.54"
18/11/2002,"5,140.80",0.00,0.00,399.27,"2,454.42",65.00,19.80,24.07,"5,511.69",98.80,0.00,337.50,50.24,0.00,"1,673.97"
19/11/2002,"4,977.60",0.00,0.00,363.78,"2,256.48",63.00,21.50,23.20,"5,106.42",93.10,0.00,331.25,47.36,0.00,"1,561.12"
20/11/2002,"4,896.00",0.00,0.00,354.91,"2,216.89",65.00,21.50,22.62,"5,025.36",87.40,0.00,343.75,47.36,0.00,"1,523.50"
21/11/2002,"5,222.40",0.00,0.00,372.65,"2,375.24",65.00,22.54,23.20,"5,187.47",91.20,0.00,356.25,47.93,0.00,"1,673.97"
22/11/2002,"5,140.80",0.00,0.00,372.65,"2,256.48",64.00,22.00,22.33,"5,025.36",87.40,0.00,343.75,49.09,0.00,"1,692.78"
25/11/2002,"5,140.80",0.00,0.00,354.91,"2,177.31",61.00,22.00,21.75,"4,863.26",83.60,0.00,331.25,48.51,0.00,"1,561.12"
26/11/2002,"4,896.00",0.00,0.00,351.36,"2,098.13",60.00,22.00,21.17,"4,863.26",81.70,0.00,331.25,47.93,0.00,"1,429.45"
27/11/2002,"4,977.60",0.00,0.00,358.45,"2,117.93",63.00,22.00,21.17,"4,863.26",81.70,0.00,321.88,49.09,0.00,"1,316.60"
28/11/2002,"4,896.00",0.00,0.00,354.91,"2,137.72",60.00,22.00,20.88,"4,782.20",77.90,0.00,318.75,48.51,0.00,"1,297.79"
29/11/2002,"5,222.40",0.00,0.00,365.55,"2,256.48",62.00,22.00,21.17,"5,025.36",83.60,0.00,331.25,49.09,0.00,"1,278.99"
02/12/2002,"5,222.40",0.00,0.00,372.65,"2,256.48",62.00,22.00,22.04,"4,944.31",87.40,0.00,331.25,48.51,0.00,"1,260.18"
03/12/2002,"5,140.80",0.00,0.00,363.78,"2,256.48",63.00,22.00,22.33,"4,863.26",87.40,0.00,318.75,49.09,0.00,"1,241.37"
04/12/2002,"5,304.00",0.00,0.00,365.55,"2,256.48",63.00,22.00,22.91,"4,863.26",87.40,0.00,325.00,48.51,0.00,"1,241.37"
09/12/2002,"5,140.80",0.00,0.00,347.81,"2,137.72",59.00,20.52,22.04,"4,701.15",81.70,0.00,296.88,48.51,0.00,"1,166.13"
10/12/2002,"5,222.40",0.00,0.00,354.91,"2,137.72",62.00,20.52,22.62,"4,782.20",83.60,0.00,303.13,48.51,0.00,"1,222.56"
11/12/2002,"4,977.60",0.00,0.00,363.78,"2,137.72",59.00,20.52,20.88,"4,620.09",79.80,0.00,306.25,47.36,0.00,"1,184.94"
12/12/2002,"5,140.80",0.00,0.00,383.30,"2,216.89",62.00,20.52,21.17,"4,863.26",83.60,0.00,325.00,50.24,0.00,"1,260.18"
13/12/2002,"5,222.40",0.00,0.00,372.65,"2,177.31",60.00,21.90,20.88,"4,782.20",81.70,0.00,318.75,49.09,0.00,"1,241.37"
16/12/2002,"4,977.60",0.00,0.00,354.91,"2,058.54",58.00,20.00,20.01,"4,457.98",76.00,0.00,300.00,47.36,0.00,"1,184.94"
17/12/2002,"4,732.80",0.00,0.00,337.16,"1,880.40",56.00,18.22,18.85,"3,971.66",65.36,0.00,268.75,45.05,0.00,"1,090.90"
18/12/2002,"4,977.60",0.00,0.00,330.06,"1,880.40",50.00,18.22,18.85,"4,012.19",69.92,0.00,262.50,45.62,0.00,"1,090.90"
19/12/2002,"4,814.40",0.00,0.00,308.77,"1,801.23",47.00,20.48,18.27,"3,728.50",64.60,0.00,243.75,43.31,0.00,"1,034.47"
20/12/2002,"4,896.00",0.00,0.00,312.32,"1,840.81",49.00,18.50,19.14,"3,850.08",66.88,0.00,243.75,44.47,0.00,"1,053.28"
23/12/2002,"4,814.40",0.00,0.00,291.02,"1,761.64",43.00,18.00,17.98,"3,566.39",62.32,0.00,225.00,42.16,0.00,996.86
24/12/2002,"4,732.80",0.00,0.00,280.38,"1,702.26",43.00,18.00,17.69,"3,485.33",57.00,0.00,215.63,42.16,0.00,902.81
25/12/2002,"4,732.80",0.00,0.00,294.57,"1,821.02",46.00,19.80,18.85,"3,647.44",61.56,0.00,240.63,44.47,0.00,996.86
26/12/2002,"4,651.20",0.00,0.00,276.83,"1,722.05",41.00,19.80,17.98,"3,444.81",59.28,0.00,234.38,42.16,0.00,996.86
27/12/2002,"4,651.20",0.00,0.00,280.38,"1,722.05",41.00,19.80,17.40,"3,525.86",58.52,0.00,256.25,43.31,0.00,"1,015.67"
30/12/2002,"4,488.00",0.00,0.00,276.83,"1,682.46",41.00,19.80,17.11,"3,444.81",59.28,0.00,259.38,47.56,0.00,"1,034.47"
31/12/2002,"4,488.00",0.00,0.00,276.83,"1,702.26",41.00,19.80,17.69,"3,525.86",58.52,0.00,281.25,51.80,0.00,"1,034.47"
02/01/2003,"4,488.00",0.00,0.00,287.47,"1,722.05",44.00,19.80,18.27,"3,606.91",60.80,0.00,296.88,51.80,0.00,"1,147.33"
03/01/2003,"4,732.80",0.00,0.00,294.57,"1,741.85",46.00,19.80,18.27,"3,687.97",62.32,0.00,293.75,50.95,0.00,"1,147.33"
06/01/2003,"4,406.40",0.00,0.00,276.83,"1,662.67",43.00,19.80,17.40,"3,485.33",59.28,0.00,284.38,49.26,0.00,"1,109.71"
07/01/2003,"4,161.60",0.00,0.00,248.43,"1,563.70",40.00,19.80,17.11,"3,242.17",53.96,0.00,262.50,45.01,0.00,978.05
08/01/2003,"4,406.40",0.00,0.00,259.08,"1,623.08",42.00,19.80,17.11,"3,444.81",57.76,0.00,271.88,48.41,0.00,"1,053.28"
09/01/2003,"4,569.60",0.00,0.00,269.73,"1,603.29",43.00,19.80,17.11,"3,363.75",57.00,0.00,268.75,48.41,0.00,"1,034.47"
10/01/2003,"4,569.60",0.00,0.00,262.63,"1,623.08",42.00,20.00,17.11,"3,323.22",57.00,0.00,271.88,46.71,0.00,"1,034.47"
13/01/2003,"4,732.80",0.00,0.00,266.18,"1,662.67",43.00,20.00,16.82,"3,363.75",57.00,0.00,265.63,47.56,0.00,"1,034.47"
14/01/2003,"4,488.00",0.00,0.00,259.08,"1,603.29",41.00,20.00,17.11,"3,242.17",56.24,0.00,253.13,46.71,0.00,"1,015.67"
15/01/2003,"4,651.20",0.00,0.00,262.63,"1,642.88",42.00,22.00,16.53,"3,323.22",57.00,0.00,259.38,47.56,0.00,996.86
16/01/2003,"4,732.80",0.00,0.00,273.28,"1,702.26",43.00,23.10,16.82,"3,404.28",57.76,0.00,284.38,48.41,0.00,"1,034.47"
17/01/2003,"4,814.40",0.00,0.00,262.63,"1,642.88",42.00,26.75,16.82,"3,323.22",57.00,0.00,278.13,47.56,0.00,996.86
20/01/2003,"4,732.80",0.00,0.00,276.83,"1,702.26",43.00,26.75,17.11,"3,404.28",57.76,0.00,268.75,48.41,0.00,"1,015.67"
21/01/2003,"4,896.00",0.00,0.00,269.73,"1,702.26",42.00,26.75,16.82,"3,323.22",57.00,0.00,265.63,46.71,0.00,996.86
22/01/2003,"4,896.00",0.00,0.00,266.18,"1,682.46",42.00,26.75,16.82,"3,323.22",57.00,0.00,262.50,47.56,0.00,996.86
23/01/2003,"5,059.20",0.00,0.00,276.83,"1,741.85",43.00,26.75,16.82,"3,404.28",57.00,0.00,265.63,48.41,0.00,"1,015.67"
24/01/2003,"5,059.20",0.00,0.00,269.73,"1,741.85",42.00,26.75,16.82,"3,404.28",58.52,0.00,259.38,47.56,0.00,"1,015.67"
27/01/2003,"5,059.20",0.00,0.00,273.28,"1,741.85",42.00,26.75,16.53,"3,404.28",58.52,0.00,256.25,47.56,0.00,"1,203.75"
28/01/2003,"4,977.60",0.00,0.00,273.28,"1,702.26",42.00,26.75,16.24,"3,323.22",57.00,0.00,259.38,47.56,0.00,"1,203.75"
29/01/2003,"5,059.20",0.00,0.00,273.28,"1,682.46",44.00,26.75,16.24,"3,323.22",56.24,0.00,256.25,45.01,0.00,"1,166.13"
30/01/2003,"5,059.20",0.00,0.00,283.92,"1,702.26",44.00,26.75,16.82,"3,485.33",57.00,0.00,271.88,44.16,0.00,"1,241.37"
31/01/2003,"5,059.20",0.00,0.00,280.38,"1,702.26",43.00,26.75,17.11,"3,525.86",57.00,0.00,271.88,45.86,0.00,"1,241.37"
03/02/2003,"5,059.20",0.00,0.00,294.57,"1,801.23",44.00,26.75,17.11,"3,647.44",59.28,0.00,300.00,46.71,0.00,"1,241.37"
04/02/2003,"4,732.80",0.00,0.00,276.83,"1,722.05",42.00,26.75,16.53,"3,485.33",56.24,0.00,281.25,45.01,0.00,"1,203.75"
