,AKBNK,ALBRK,DENIZ,FINBN,GARAN,ICBCT,ISATR,ISBTR,ISCTR,SKBNK,HALKB,KLNMA,TSKB,VAKBN,YKBNK
25/03/2015,"32,040.00","1,575.00","4,933.93","8,079.75","37,254.00",848.40,16.45,39.14,"27,809.81","1,945.44","16,875.00",780.80,"3,060.00","11,275.00","18,605.38"
26/03/2015,"31,760.00","1,557.00","4,926.77","7,909.65","36,246.00",844.20,16.45,38.86,"27,089.82","1,910.70","16,437.50",779.20,"2,955.00","11,025.00","18,083.73"
27/03/2015,"31,360.00","1,539.00","4,941.09","7,938.00","35,994.00",848.40,16.45,38.57,"26,459.82","1,899.12","16,125.00",779.20,"2,955.00","10,825.00","17,866.38"
30/03/2015,"31,520.00","1,557.00","4,941.09","7,938.00","37,254.00",848.40,16.50,38.96,"27,044.82","1,933.86","16,562.50",796.80,"3,030.00","11,075.00","17,866.38"
31/03/2015,"30,600.00","1,548.00","4,948.25","7,909.65","35,826.00",852.60,16.50,38.96,"26,414.82","1,933.86","16,062.50",793.60,"2,985.00","10,650.00","17,388.21"
01/04/2015,"30,760.00","1,530.00","4,948.25","7,881.30","36,078.00",856.80,16.50,38.96,"26,099.83","1,899.12","16,312.50",790.40,"3,030.00","10,825.00","17,562.09"
02/04/2015,"30,920.00","1,530.00","4,948.25","7,909.65","35,910.00",861.00,16.50,38.96,"25,784.83","1,922.28","16,250.00",798.40,"3,015.00","10,850.00","17,562.09"
03/04/2015,"31,880.00","1,539.00","4,919.61","7,994.70","36,876.00",861.00,16.50,39.59,"26,279.82","1,933.86","16,625.00",798.40,"3,060.00","11,075.00","17,996.79"
06/04/2015,"32,560.00","1,539.00","4,890.96","8,023.05","37,548.00",856.80,16.50,37.70,"26,684.82","1,945.44","16,937.50",796.80,"3,030.00","11,250.00","18,257.62"
07/04/2015,"31,720.00","1,521.00","5,048.51","8,023.05","36,708.00",856.80,16.50,37.71,"26,234.83","1,945.44","16,750.00",784.00,"3,090.00","11,100.00","18,040.26"
08/04/2015,"32,080.00","1,530.00","5,191.73","8,108.10","36,960.00",861.00,16.50,37.71,"26,594.82","1,957.02","16,750.00",793.60,"3,075.00","11,000.00","17,996.79"
09/04/2015,"32,320.00","1,530.00","5,148.76","8,108.10","37,002.00",865.20,16.50,38.85,"26,684.82","1,968.60","16,875.00",784.00,"3,165.00","11,150.00","18,214.14"
10/04/2015,"31,680.00","1,530.00","5,062.83","8,079.75","36,120.00",861.00,16.50,38.85,"26,234.83","1,945.44","16,500.00",795.20,"3,210.00","11,050.00","17,735.97"
13/04/2015,"30,960.00","1,521.00","5,155.92","8,079.75","35,448.00",856.80,16.50,37.74,"26,054.83","1,957.02","16,250.00",776.00,"3,225.00","10,900.00","17,518.62"
14/04/2015,"31,560.00","1,521.00","5,227.53","9,157.05","35,910.00",852.60,16.50,40.46,"26,324.82","2,026.50","16,437.50",795.20,"3,180.00","11,025.00","17,735.97"
15/04/2015,"30,720.00","1,521.00","5,191.73","10,602.90","35,070.00",844.20,16.50,40.46,"25,829.83","2,188.62","16,250.00",792.00,"3,120.00","10,925.00","17,649.03"
16/04/2015,"31,000.00","1,530.00","5,227.53","11,765.25","35,700.00",852.60,16.50,40.46,"26,459.82","2,119.14","16,437.50",800.00,"3,075.00","11,075.00","17,953.32"
17/04/2015,"30,960.00","1,512.00","5,227.53","10,461.15","35,994.00",852.60,16.50,40.41,"26,594.82","2,049.66","16,625.00",800.00,"3,120.00","11,275.00","18,040.26"
20/04/2015,"30,600.00","1,512.00","5,263.34","10,291.05","35,490.00",856.80,16.50,40.41,"26,549.82","2,084.40","16,437.50",808.00,"3,105.00","11,300.00","17,953.32"
21/04/2015,"31,600.00","1,539.00","5,241.85","11,084.85","36,414.00",852.60,16.50,37.87,"27,314.82","2,084.40","17,000.00",796.80,"3,165.00","11,750.00","18,561.91"
22/04/2015,"31,080.00","1,521.00","5,227.53","10,886.40","35,658.00",856.80,16.50,38.16,"26,819.82","2,049.66","16,625.00",796.80,"3,090.00","11,650.00","18,301.09"
24/04/2015,"31,600.00","1,539.00","5,012.70","10,517.85","36,456.00",856.80,16.50,38.16,"27,404.82","2,072.82","17,250.00",804.80,"3,105.00","11,925.00","18,605.38"
27/04/2015,"32,280.00","1,548.00","5,155.92","10,829.70","36,792.00",861.00,16.50,38.16,"28,079.81","2,084.40","17,812.50",800.00,"3,105.00","12,450.00","18,866.20"
28/04/2015,"32,440.00","1,575.00","5,141.60","10,858.05","36,708.00",856.80,16.00,38.16,"27,944.81","2,072.82","17,625.00",800.00,"3,090.00","12,400.00","18,692.32"
29/04/2015,"32,480.00","1,566.00","5,155.92","10,659.60","36,918.00",865.20,16.00,39.14,"27,629.82","2,072.82","17,437.50",800.00,"3,075.00","12,350.00","18,822.73"
30/04/2015,"31,160.00","1,557.00","5,084.31","10,773.00","35,742.00",861.00,16.00,39.14,"27,089.82","2,072.82","16,937.50",796.80,"3,030.00","11,875.00","18,214.14"
04/05/2015,"31,160.00","1,548.00","5,069.99","10,659.60","36,036.00",861.00,16.00,37.70,"27,044.82","2,061.24","17,125.00",792.00,"3,075.00","11,900.00","18,388.03"
05/05/2015,"30,800.00","1,548.00","5,048.51","10,687.95","35,616.00",861.00,16.00,37.70,"26,774.82","2,049.66","17,000.00",796.80,"3,105.00","11,850.00","18,257.62"
06/05/2015,"30,520.00","1,521.00","5,062.83","10,659.60","35,196.00",856.80,16.00,37.70,"25,964.83","2,026.50","16,875.00",771.20,"3,120.00","11,675.00","18,214.14"
07/05/2015,"30,560.00","1,530.00","5,012.70","10,546.20","35,322.00",856.80,16.00,37.70,"26,099.83","2,014.92","16,750.00",776.00,"3,105.00","11,800.00","18,040.26"
08/05/2015,"31,560.00","1,539.00","5,019.86","10,546.20","36,036.00",865.20,16.00,36.25,"26,549.82","2,038.08","17,312.50",795.20,"3,045.00","12,025.00","18,257.62"
11/05/2015,"32,000.00","1,557.00","5,041.34","10,602.90","36,372.00",869.40,16.00,36.42,"26,684.82","2,049.66","17,375.00",800.00,"3,030.00","12,075.00","18,388.03"
12/05/2015,"31,960.00","1,548.00","5,012.70","10,574.55","36,288.00",873.60,16.00,36.42,"26,639.82","2,049.66","17,562.50",780.80,"3,015.00","12,075.00","18,301.09"
13/05/2015,"33,000.00","1,557.00","5,041.34","10,546.20","36,918.00",873.60,16.00,37.63,"27,584.82","2,072.82","18,000.00",768.00,"3,090.00","12,300.00","18,735.79"
14/05/2015,"33,480.00","1,566.00","5,034.18","10,574.55","37,674.00",877.80,16.00,37.63,"27,989.81","2,084.40","18,375.00",776.00,"3,135.00","12,575.00","19,040.08"
15/05/2015,"33,600.00","1,548.00","5,012.70","10,489.50","37,968.00",877.80,16.00,37.63,"28,034.81","2,072.82","18,187.50",780.80,"3,165.00","12,500.00","19,127.03"
18/05/2015,"34,440.00","1,557.00","5,012.70","10,376.10","38,976.00",882.00,16.00,36.25,"28,619.81","2,084.40","18,562.50",776.00,"3,210.00","12,775.00","19,387.85"
20/05/2015,"33,760.00","1,521.00","4,984.06","10,149.30","38,178.00",882.00,16.20,37.61,"27,764.81","2,072.82","18,125.00",776.00,"3,120.00","12,450.00","18,953.14"
21/05/2015,"33,200.00","1,512.00","5,012.70","10,206.00","37,338.00",890.40,16.20,36.48,"27,179.82","2,061.24","17,687.50",776.00,"3,135.00","12,150.00","18,648.85"
22/05/2015,"32,600.00","1,512.00","5,048.51","10,120.95","36,582.00",873.60,16.20,36.48,"26,684.82","2,072.82","17,250.00",768.00,"3,165.00","11,925.00","18,474.97"
25/05/2015,"32,080.00","1,494.00","5,012.70","9,865.80","35,658.00",873.60,16.20,36.48,"25,829.83","2,072.82","16,812.50",764.80,"3,075.00","11,625.00","17,822.91"
26/05/2015,"31,800.00","1,485.00","5,012.70","9,809.10","35,280.00",869.40,16.20,35.67,"25,739.83","2,072.82","16,812.50",752.00,"3,150.00","11,675.00","17,953.32"
27/05/2015,"32,360.00","1,467.00","5,027.02","9,809.10","36,162.00",869.40,16.20,35.38,"25,919.83","2,095.98","16,937.50",768.00,"3,150.00","11,800.00","18,214.14"
28/05/2015,"32,240.00","1,449.00","4,998.38","9,837.45","35,658.00",882.00,16.20,35.53,"25,649.83","2,084.40","16,750.00",752.00,"3,120.00","11,600.00","17,996.79"
29/05/2015,"31,720.00","1,494.00","4,998.38","9,639.00","35,406.00",877.80,16.20,34.80,"25,469.83","2,119.14","16,687.50",768.00,"3,105.00","11,500.00","17,909.85"
01/06/2015,"30,520.00","1,449.00","4,941.09","9,157.05","34,104.00",873.60,16.20,34.05,"24,434.84","2,049.66","16,125.00",712.00,"3,075.00","10,900.00","17,301.26"
02/06/2015,"31,280.00","1,431.00","4,912.45","9,440.55","35,112.00",873.60,16.20,33.58,"24,929.83","2,038.08","16,375.00",728.00,"3,060.00","11,050.00","17,431.68"
03/06/2015,"31,960.00","1,440.00","4,941.09","9,383.85","35,910.00",873.60,16.40,36.25,"25,784.83","2,072.82","16,875.00",748.80,"3,090.00","11,375.00","17,996.79"
04/06/2015,"31,320.00","1,440.00","4,926.77","9,270.45","35,532.00",873.60,16.40,34.22,"25,064.83","2,072.82","16,625.00",736.00,"3,075.00","11,175.00","17,649.03"
05/06/2015,"31,040.00","1,440.00","4,869.48","9,128.70","35,406.00",873.60,16.40,34.80,"25,604.83","2,095.98","16,375.00",734.40,"3,115.00","11,200.00","17,605.56"
08/06/2015,"29,400.00","1,287.00","4,511.43","7,938.00","32,760.00",869.40,16.40,33.52,"23,669.84","1,910.70","14,687.50",720.00,"3,010.00","9,975.00","16,171.03"
09/06/2015,"29,880.00","1,314.00","4,690.46","8,079.75","33,432.00",869.40,16.40,33.71,"23,939.84","1,933.86","14,750.00",699.20,"2,975.00","10,025.00","16,649.21"
10/06/2015,"31,000.00","1,341.00","4,833.68","8,391.60","34,272.00",869.40,16.40,33.71,"24,839.83","1,945.44","15,312.50",718.40,"3,027.50","10,550.00","16,910.03"
11/06/2015,"31,680.00","1,368.00","4,933.93","8,703.45","35,154.00",873.60,16.40,33.71,"25,109.83","1,968.60","15,375.00",716.80,"3,045.00","10,700.00","17,257.79"
12/06/2015,"31,400.00","1,431.00","4,941.09","8,873.55","35,406.00",877.80,16.40,33.90,"25,064.83","1,991.76","15,062.50",720.00,"3,027.50","10,550.00","17,127.38"
15/06/2015,"30,680.00","1,377.00","4,876.64","8,533.35","34,314.00",873.60,16.40,33.90,"24,299.84","1,945.44","14,625.00",704.00,"2,957.50","10,125.00","16,605.74"
16/06/2015,"31,200.00","1,386.00","4,941.09","8,731.80","34,860.00",873.60,16.40,33.90,"24,704.84","1,945.44","14,875.00",752.00,"2,940.00","10,300.00","16,953.50"
17/06/2015,"31,400.00","1,377.00","4,991.22","8,760.15","35,280.00",873.60,16.40,37.29,"25,379.83","1,957.02","15,062.50",750.40,"2,992.50","10,475.00","17,083.91"
18/06/2015,"31,840.00","1,377.00","4,991.22","8,816.85","35,574.00",873.60,16.40,36.98,"25,514.83","1,957.02","15,437.50",734.40,"2,957.50","10,775.00","17,344.73"
19/06/2015,"32,080.00","1,350.00","4,941.09","8,845.20","35,784.00",873.60,16.40,34.86,"25,604.83","1,968.60","15,500.00",726.40,"3,010.00","10,850.00","17,388.21"
22/06/2015,"32,640.00","1,368.00","4,941.09","8,845.20","36,624.00",869.40,14.78,34.80,"25,919.83","1,991.76","15,875.00",723.20,"3,027.50","11,050.00","17,692.50"
23/06/2015,"31,960.00","1,359.00","4,941.09","8,760.15","35,910.00",869.40,14.78,33.93,"25,649.83","1,980.18","15,687.50",720.00,"3,062.50","10,925.00","17,518.62"
24/06/2015,"32,480.00","1,350.00","4,941.09","8,873.55","36,456.00",869.40,15.33,34.10,"26,009.83","2,003.34","15,937.50",723.20,"3,062.50","11,150.00","17,779.44"
25/06/2015,"31,800.00","1,341.00","4,941.09","8,901.90","35,952.00",873.60,15.33,34.08,"25,739.83","1,968.60","15,625.00",720.00,"3,027.50","10,925.00","17,562.09"
26/06/2015,"31,760.00","1,350.00","4,969.73","8,788.50","36,246.00",873.60,15.33,34.54,"26,099.83","1,957.02","15,750.00",716.80,"3,062.50","11,000.00","17,605.56"
29/06/2015,"31,080.00","1,314.00","4,969.73","8,533.35","35,196.00",869.40,15.33,34.74,"25,694.83","1,899.12","15,250.00",720.00,"2,992.50","10,750.00","17,301.26"
30/06/2015,"31,000.00","1,314.00","4,941.09","8,561.70","35,112.00",873.60,15.33,34.80,"25,379.83","1,899.12","15,437.50",720.00,"2,975.00","10,775.00","17,127.38"
01/07/2015,"30,440.00","1,323.00","4,933.93","8,561.70","34,650.00",873.60,15.33,34.51,"25,244.83","1,899.12","15,187.50",726.40,"3,045.00","10,575.00","16,866.56"
02/07/2015,"30,680.00","1,305.00","4,862.32","8,646.75","35,070.00",877.80,15.33,33.94,"25,424.83","1,945.44","15,187.50",768.00,"3,010.00","10,700.00","16,823.09"
03/07/2015,"30,320.00","1,305.00","4,976.90","10,291.05","34,650.00",882.00,15.33,33.94,"24,974.83","1,910.70","15,125.00",774.40,"2,975.00","10,550.00","16,736.15"
06/07/2015,"31,080.00","1,323.00","4,976.90","9,894.15","35,490.00",877.80,15.33,33.58,"25,649.83","1,899.12","15,375.00",768.00,"2,975.00","10,775.00","17,083.91"
07/07/2015,"30,480.00","1,305.00","4,976.90","10,120.95","34,944.00",873.60,15.33,33.58,"25,109.83","1,899.12","15,062.50",752.00,"2,922.50","10,600.00","16,910.03"
08/07/2015,"29,560.00","1,278.00","4,955.41","9,809.10","33,936.00",882.00,15.33,33.58,"24,704.84","1,887.54","14,562.50",732.80,"2,922.50","10,300.00","16,605.74"
09/07/2015,"30,800.00","1,314.00","5,005.54","9,809.10","34,860.00",886.20,15.33,33.58,"25,424.83","1,910.70","15,187.50",736.00,"2,957.50","10,625.00","16,996.97"
10/07/2015,"31,080.00","1,314.00","5,120.12","9,922.50","35,364.00",882.00,15.33,33.58,"25,739.83","1,910.70","15,687.50",739.20,"2,975.00","10,775.00","17,170.85"
13/07/2015,"31,280.00","1,305.00","5,513.97","9,837.45","35,826.00",886.20,15.33,33.60,"25,964.83","1,910.70","15,750.00",744.00,"2,975.00","10,900.00","17,257.79"
14/07/2015,"31,000.00","1,296.00","5,513.97","9,837.45","35,532.00",886.20,15.33,34.10,"25,829.83","1,910.70","15,812.50",752.00,"2,992.50","10,850.00","17,127.38"
15/07/2015,"30,840.00","1,287.00","5,227.53","9,894.15","35,238.00",886.20,15.33,34.10,"25,694.83","1,899.12","15,812.50",752.00,"2,975.00","10,675.00","17,040.44"
16/07/2015,"30,800.00","1,296.00","5,155.92","9,979.20","35,364.00",886.20,15.33,34.10,"25,559.83","1,910.70","15,687.50",768.00,"2,975.00","10,650.00","17,040.44"
20/07/2015,"30,040.00","1,287.00","4,948.25","9,809.10","34,356.00",886.20,15.33,33.64,"24,749.84","1,875.96","15,187.50",737.60,"2,992.50","10,250.00","16,649.21"
21/07/2015,"29,800.00","1,287.00","5,191.73","9,865.80","34,314.00",890.40,15.33,33.64,"24,524.84","1,875.96","15,312.50",739.20,"3,010.00","10,200.00","16,475.32"
22/07/2015,"29,720.00","1,278.00","5,191.73","9,780.75","34,230.00",890.40,15.33,33.64,"24,389.84","1,875.96","15,125.00",739.20,"3,010.00","10,275.00","16,344.91"
23/07/2015,"28,920.00","1,242.00","4,941.09","9,100.35","33,180.00",890.40,15.33,33.42,"23,399.84","1,760.16","14,562.50",739.20,"2,940.00","10,000.00","15,910.21"
24/07/2015,"29,360.00","1,242.00","5,048.51","9,157.05","33,516.00",886.20,15.33,33.21,"23,624.84","1,794.90","14,687.50",734.40,"2,957.50","10,075.00","15,997.15"
27/07/2015,"28,760.00","1,224.00","5,055.67","8,788.50","32,592.00",886.20,15.33,33.13,"23,219.85","1,783.32","14,250.00",720.00,"3,010.00","9,875.00","15,823.27"
28/07/2015,"28,720.00","1,224.00","5,084.31","8,845.20","32,844.00",886.20,15.01,31.91,"23,354.84","1,760.16","14,500.00",720.00,"3,027.50","10,025.00","15,953.68"
29/07/2015,"28,840.00","1,224.00","5,012.70","9,072.00","32,970.00",890.40,15.01,33.35,"23,984.84","1,760.16","14,437.50",720.00,"2,992.50","10,025.00","16,040.62"
30/07/2015,"29,160.00","1,233.00","5,084.31","9,015.30","33,012.00",894.60,15.01,32.42,"23,759.84","1,783.32","14,562.50",726.40,"2,992.50","10,100.00","16,084.09"
31/07/2015,"29,680.00","1,260.00","5,048.51","9,213.75","34,440.00",961.80,15.01,32.42,"24,299.84","1,818.06","15,125.00",728.00,"3,045.00","10,450.00","16,562.27"
03/08/2015,"28,800.00","1,242.00","5,055.67","9,157.05","33,516.00",924.00,15.01,32.42,"23,714.84","1,760.16","14,687.50",720.00,"2,975.00","10,400.00","16,040.62"
04/08/2015,"28,800.00","1,233.00","5,048.51","9,100.35","33,222.00",890.40,15.01,30.68,"23,579.84","1,760.16","14,562.50",720.00,"2,975.00","10,175.00","15,910.21"
05/08/2015,"28,720.00","1,233.00","5,012.70","8,986.95","33,054.00",894.60,15.01,30.45,"23,489.84","1,748.58","14,562.50",736.00,"2,957.50","10,050.00","15,866.74"
06/08/2015,"29,160.00","1,260.00","5,048.51","8,958.60","33,768.00",911.40,15.01,31.90,"23,984.84","1,748.58","14,687.50",720.00,"2,992.50","10,200.00","16,084.09"
07/08/2015,"29,160.00","1,251.00","5,091.47","8,901.90","33,390.00",903.00,15.01,31.90,"23,759.84","1,748.58","14,625.00",716.80,"2,940.00","10,200.00","15,953.68"
10/08/2015,"28,840.00","1,206.00","5,084.31","8,590.05","32,718.00",890.40,15.01,30.16,"23,399.84","1,702.26","14,437.50",713.60,"2,870.00","10,125.00","15,823.27"
11/08/2015,"30,040.00","1,242.00","5,084.31","8,873.55","33,852.00",911.40,15.01,30.74,"23,984.84","1,737.00","14,812.50",721.60,"2,975.00","10,375.00","16,301.44"
12/08/2015,"29,080.00","1,224.00","5,048.51","8,646.75","32,760.00",894.60,15.01,30.74,"23,309.84","1,679.10","14,375.00",707.20,"2,905.00","10,100.00","15,953.68"
13/08/2015,"28,360.00","1,215.00","5,012.70","8,703.45","31,752.00",882.00,15.01,30.74,"22,994.85","1,690.68","14,125.00",707.20,"2,870.00","9,950.00","15,736.33"
14/08/2015,"28,320.00","1,224.00","5,120.12","8,788.50","31,794.00",886.20,15.01,30.74,"23,084.85","1,679.10","14,062.50",704.00,"2,870.00","9,900.00","15,736.33"
17/08/2015,"28,000.00","1,224.00","5,105.79","8,873.55","31,836.00",953.40,15.01,30.74,"22,949.85","1,644.36","13,875.00",700.80,"2,870.00","9,875.00","15,649.38"
18/08/2015,"27,040.00","1,197.00","5,084.31","8,901.90","30,912.00","1,037.40",15.01,30.74,"22,319.85","1,609.62","13,500.00",684.80,"2,870.00","9,500.00","15,127.74"
19/08/2015,"27,040.00","1,197.00","5,084.31","8,930.25","30,912.00","1,041.60",15.01,30.60,"22,229.85","1,609.62","13,437.50",686.40,"2,765.00","9,425.00","15,040.80"
20/08/2015,"26,600.00","1,179.00","5,084.31","9,015.30","30,786.00","1,029.00",15.01,30.16,"21,869.85","1,621.20","13,250.00",688.00,"2,695.00","9,400.00","14,953.86"
21/08/2015,"26,160.00","1,179.00","5,012.70","9,213.75","30,366.00",995.40,15.01,31.84,"21,689.86","1,609.62","13,250.00",688.00,"2,730.00","9,225.00","14,823.44"
24/08/2015,"25,400.00","1,188.00","4,991.22","8,986.95","29,610.00",949.20,15.01,30.67,"20,879.86","1,540.14","13,000.00",684.80,"2,625.00","9,000.00","14,388.74"
25/08/2015,"26,440.00","1,206.00","5,012.70","9,950.85","30,828.00",957.60,15.01,30.67,"21,779.85","1,574.88","13,562.50",676.80,"2,677.50","9,400.00","15,084.27"
26/08/2015,"26,640.00","1,197.00","5,048.51","9,270.45","30,576.00",945.00,15.01,30.78,"21,824.85","1,586.46","13,687.50",683.20,"2,677.50","9,400.00","15,040.80"
27/08/2015,"27,080.00","1,215.00","5,105.79","9,242.10","31,080.00",978.60,15.01,31.89,"21,959.85","1,609.62","13,812.50",688.00,"2,712.50","9,500.00","15,388.56"
28/08/2015,"27,320.00","1,206.00","5,084.31","9,072.00","30,744.00",991.20,15.01,31.03,"21,869.85","1,598.04","13,687.50",704.00,"2,660.00","9,475.00","15,258.15"
31/08/2015,"27,280.00","1,215.00","5,084.31","9,157.05","30,996.00",999.60,15.01,31.03,"21,914.85","1,586.46","13,937.50",704.00,"2,712.50","9,625.00","15,605.91"
01/09/2015,"26,480.00","1,215.00","5,120.12","9,015.30","30,114.00","1,016.40",15.01,30.45,"21,689.86","1,586.46","13,375.00",699.20,"2,660.00","9,300.00","15,214.68"
02/09/2015,"26,800.00","1,206.00","5,191.73","8,986.95","29,988.00","1,020.60",15.01,30.74,"21,689.86","1,574.88","13,250.00",699.20,"2,642.50","9,325.00","15,171.21"
03/09/2015,"26,800.00","1,206.00","5,120.12","8,873.55","30,366.00",991.20,15.01,30.74,"21,644.86","1,574.88","13,187.50",680.00,"2,660.00","9,225.00","15,171.21"
04/09/2015,"26,240.00","1,188.00","5,120.12","8,788.50","29,904.00",982.80,15.01,30.45,"21,329.86","1,574.88","13,000.00",672.00,"2,642.50","9,025.00","14,779.97"
07/09/2015,"25,920.00","1,197.00","5,084.31","8,675.10","29,652.00",978.60,15.01,30.45,"20,879.86","1,551.72","12,812.50",696.00,"2,625.00","8,925.00","14,519.15"
08/09/2015,"26,080.00","1,188.00","5,012.70","8,731.80","29,862.00",974.40,15.01,30.45,"20,834.86","1,540.14","12,937.50",689.60,"2,625.00","9,050.00","14,606.09"
09/09/2015,"26,040.00","1,188.00","4,976.90","8,788.50","29,652.00",982.80,15.01,30.45,"20,834.86","1,551.72","13,000.00",699.20,"2,607.50","9,150.00","14,606.09"
10/09/2015,"25,960.00","1,188.00","4,876.64","8,873.55","29,148.00",978.60,15.01,30.60,"20,519.86","1,540.14","12,937.50",688.00,"2,537.50","9,150.00","14,693.03"
11/09/2015,"25,600.00","1,188.00","4,905.29","8,788.50","28,560.00",982.80,15.01,30.60,"20,339.86","1,528.56","12,625.00",696.00,"2,467.50","9,000.00","14,432.21"
14/09/2015,"25,160.00","1,179.00","4,797.87","8,901.90","28,140.00",978.60,15.01,29.74,"20,024.87","1,516.98","11,950.00",696.00,"2,415.00","8,825.00","14,127.92"
15/09/2015,"26,360.00","1,188.00","4,869.48","9,015.30","29,358.00",982.80,15.01,29.73,"20,564.86","1,528.56","12,512.50",680.00,"2,485.00","9,150.00","14,736.50"
16/09/2015,"27,120.00","1,215.00","5,191.73","9,015.30","29,778.00",987.00,15.01,30.89,"20,969.86","1,563.30","12,812.50",672.00,"2,520.00","9,450.00","14,997.33"
17/09/2015,"27,440.00","1,188.00","5,084.31","9,072.00","29,778.00",978.60,15.01,30.89,"21,104.86","1,563.30","12,812.50",672.00,"2,520.00","9,625.00","15,171.21"
18/09/2015,"27,280.00","1,197.00","5,155.92","9,213.75","29,400.00",961.80,15.00,30.89,"21,014.86","1,574.88","12,687.50",668.80,"2,502.50","9,825.00","14,953.86"
21/09/2015,"27,640.00","1,197.00","6,901.18","9,213.75","30,156.00",970.20,15.00,30.74,"21,554.86","1,574.88","13,000.00",668.80,"2,555.00","9,900.00","15,345.09"
22/09/2015,"27,400.00","1,215.00","8,354.06","9,185.40","29,820.00",966.00,15.00,30.68,"21,464.86","1,621.20","12,750.00",664.00,"2,537.50","9,775.00","15,214.68"
23/09/2015,"27,160.00","1,215.00","9,189.47","9,242.10","29,610.00",966.00,15.00,30.68,"21,464.86","1,609.62","12,750.00",664.00,"2,520.00","9,700.00","15,214.68"
28/09/2015,"26,520.00","1,197.00","9,098.66","9,383.85","28,938.00",945.00,15.00,30.74,"20,924.86","1,598.04","12,500.00",665.60,"2,467.50","9,600.00","14,823.44"
29/09/2015,"27,120.00","1,188.00","7,645.78","11,169.90","29,736.00",932.40,15.00,29.73,"21,284.86","1,598.04","12,687.50",670.40,"2,502.50","9,725.00","14,997.33"
30/09/2015,"27,120.00","1,197.00","8,226.93","10,687.95","29,526.00",924.00,15.00,30.74,"21,194.86","1,609.62","12,625.00",672.00,"2,467.50","9,575.00","14,649.56"
01/10/2015,"27,480.00","1,206.00","7,845.55","11,566.80","30,072.00",919.80,15.00,30.74,"21,284.86","1,632.78","12,687.50",702.40,"2,485.00","9,625.00","14,736.50"
02/10/2015,"26,960.00","1,197.00","7,791.07","13,579.65","29,694.00",903.00,15.00,30.74,"21,104.86","1,783.32","12,500.00",688.00,"2,502.50","9,575.00","14,693.03"
05/10/2015,"28,480.00","1,224.00","7,082.79","16,159.50","30,828.00",911.40,15.00,30.74,"22,094.85","1,980.18","13,187.50",676.80,"2,625.00","9,975.00","15,171.21"
06/10/2015,"28,480.00","1,224.00","7,627.62","18,172.35","30,954.00",911.40,15.00,30.74,"22,094.85","1,899.12","13,187.50",673.60,"2,607.50","9,975.00","15,258.15"
07/10/2015,"29,440.00","1,224.00","7,627.62","16,868.25","32,298.00",911.40,15.00,30.80,"22,724.85","1,887.54","13,812.50",673.60,"2,625.00","10,250.00","15,823.27"
08/10/2015,"29,360.00","1,242.00","7,500.49","16,301.25","32,046.00",907.20,15.00,30.89,"22,679.85","1,864.38","13,750.00",672.00,"2,677.50","10,425.00","15,692.86"
09/10/2015,"30,000.00","1,251.00","7,318.88","16,726.50","32,172.00",928.20,15.00,31.29,"22,814.85","1,910.70","14,125.00",700.80,"2,730.00","10,600.00","15,866.74"
12/10/2015,"29,760.00","1,251.00","7,627.62","19,278.00","31,836.00",915.60,15.00,32.58,"22,544.85","1,910.70","14,000.00",688.00,"2,712.50","10,700.00","15,953.68"
13/10/2015,"29,160.00","1,251.00","7,318.88","20,922.30","31,332.00",924.00,15.00,32.58,"22,184.85","1,875.96","13,625.00",680.00,"2,677.50","10,525.00","15,692.86"
14/10/2015,"30,000.00","1,251.00","6,592.44","21,007.35","31,962.00",940.80,15.00,29.73,"22,589.85","1,875.96","14,062.50",678.40,"2,695.00","10,800.00","15,910.21"
15/10/2015,"29,960.00","1,260.00","6,628.77","20,015.10","31,458.00",911.40,15.00,31.90,"22,634.85","1,875.96","13,812.50",672.00,"2,695.00","10,550.00","15,866.74"
16/10/2015,"29,640.00","1,269.00","6,737.73","19,618.20","31,206.00",907.20,15.00,30.52,"22,409.85","1,841.22","13,750.00",672.00,"2,642.50","10,325.00","15,562.44"
19/10/2015,"29,880.00","1,260.00","6,701.41","19,901.70","31,710.00",915.60,15.00,30.52,"22,589.85","1,852.80","13,937.50",648.00,"2,712.50","10,550.00","15,736.33"
20/10/2015,"30,160.00","1,269.00","6,628.77","19,278.00","32,088.00",915.60,15.06,33.58,"22,859.85","1,852.80","14,125.00",654.40,"2,747.50","10,575.00","15,953.68"
21/10/2015,"30,000.00","1,242.00","6,537.96","18,427.50","31,752.00",953.40,15.06,33.58,"22,589.85","1,806.48","13,812.50",656.00,"2,677.50","10,450.00","15,649.38"
22/10/2015,"30,080.00","1,251.00","6,447.16","19,618.20","32,256.00",966.00,15.06,33.58,"22,814.85","1,818.06","13,937.50",664.00,"2,695.00","10,500.00","15,736.33"
23/10/2015,"29,880.00","1,269.00","6,374.51","19,136.25","32,424.00",982.80,15.06,33.44,"22,994.85","1,829.64","13,812.50",664.00,"2,747.50","10,425.00","15,562.44"
26/10/2015,"29,200.00","1,251.00","6,301.87","18,625.95","31,710.00",974.40,15.06,33.44,"22,454.85","1,818.06","13,625.00",656.00,"2,712.50","10,275.00","15,518.97"
27/10/2015,"29,200.00","1,242.00","6,174.74","19,022.85","31,710.00",953.40,15.06,33.44,"22,049.85","1,818.06","13,437.50",644.80,"2,712.50","10,175.00","15,345.09"
